time_open,time_close,side,entry,sl,tp,exit_price,R,MFE_R,MAE_R,module,gmt_hour,weekday,session_bucket,vwap_dist_atr,vwap_ext_atr,reclaim_atr,f_price_ema200,f_atr_pct,f_rel_vol,f_disp,f_h1_bias
1750762800,1750767813,BUY,23694.68,23589.47,23799.89,23800.33,1.0042,0.9947,-0.4976,VWAPX,8,2,London,0.1360,1.6458,1.6360,6.4007,96.6000,2.3705,0.7519,1
1750846500,1750847943,BUY,23674.88,23645.08,23704.68,23644.53,-1.0185,0.3909,-0.9849,VWAPX,7,3,Frankfurt,-0.5676,1.9087,0.9324,6.5189,13.0000,8.6514,3.4146,1
1751033700,1751034816,BUY,23792.98,23774.75,23811.21,23811.63,1.0230,0.9682,-0.5677,VWAPX,11,5,Midday,-1.3355,1.5891,0.1645,3.7519,49.0000,0.6784,0.7289,1
1751285700,1751299487,BUY,24009.98,23955.76,24064.20,23953.83,-1.0356,0.4915,-0.9987,VWAPX,9,1,London,-0.9628,1.8352,0.5372,3.2337,89.8000,1.1967,0.8000,1
1751472000,1751477152,BUY,23704.38,23608.44,23800.32,23804.03,1.0387,0.9866,-0.1496,VWAPX,13,3,USOverlap,-1.0630,3.2464,0.4370,-2.8358,84.6000,1.5196,1.7084,-1
1751538600,1751538886,BUY,23850.28,23823.04,23877.52,23877.93,1.0151,0.9783,0.0000,VWAPX,7,4,Frankfurt,-0.7377,1.8246,0.7623,1.8260,35.2000,3.3992,1.1709,-1
1751624100,1751625010,BUY,23848.58,23786.23,23910.93,23785.73,-1.0080,0.2510,-0.9519,VWAPX,7,5,Frankfurt,0.4850,1.8854,1.9850,0.1962,44.8000,6.6631,1.9700,1
1751987700,1751990940,BUY,24111.68,24075.72,24147.64,24148.33,1.0192,0.9914,-0.9358,VWAPX,12,2,Midday,-0.3942,1.5111,1.1058,5.8831,43.0000,0.9128,1.0243,1
1752232500,1752232513,BUY,24254.88,24237.30,24272.46,24235.53,-1.1007,0.0000,-0.9300,VWAPX,8,5,London,-1.4546,1.6242,0.0454,-3.9860,94.2000,2.2248,1.3085,1
1752488100,1752502661,BUY,24060.88,23978.61,24143.15,23978.53,-1.0010,0.5549,-0.9767,VWAPX,7,1,Frankfurt,0.6390,1.8272,2.1390,-7.1623,64.2000,6.9618,1.6811,-1
1752589800,1752591618,BUY,24185.48,24158.40,24212.56,24158.03,-1.0137,0.4376,-0.9767,VWAPX,11,2,Midday,-1.1852,1.7948,0.3148,-0.9813,63.4000,0.6651,0.5777,-1
