InpStartHour,InpEndHour,InpEndMinute,InpFvgMaxAgeBars,InpRiskPercent,total_trades,win_rate,profit_factor,max_drawdown,max_consecutive_losses,sharpe_ratio
13.0,8.0,17.0,3.0,0.3278,0,0.0,0.0,1.0,0,0.0
9.0,15.0,31.0,2.0,0.4421,21,0.3333,0.99,0.0218,5,-0.1
7.0,5.0,24.0,4.0,0.7301,0,0.0,0.0,1.0,0,0.0
7.0,12.0,33.0,3.0,0.4045,33,0.303,0.85,0.0358,9,-2.24
9.0,9.0,26.0,1.0,0.6729,0,0.0,0.0,1.0,0,0.0
12.0,14.0,38.0,4.0,0.5567,11,0.1818,0.43,0.0337,5,-1.54
5.0,7.0,15.0,2.0,0.2706,17,0.1765,0.43,0.0268,9,-5.0
4.0,15.0,28.0,2.0,0.3552,39,0.2821,0.78,0.0488,10,-3.22
11.0,6.0,35.0,3.0,0.5673,0,0.0,0.0,1.0,0,0.0
10.0,12.0,21.0,1.0,0.703,0,0.0,0.0,1.0,0,0.0
8.0,9.0,44.0,3.0,0.4695,12,0.3333,0.99,0.0278,6,-0.05
8.0,12.0,25.0,2.0,0.5072,12,0.3333,1.0,0.0202,4,-0.02
11.0,9.0,32.0,4.0,0.2895,0,0.0,0.0,1.0,0,0.0
11.0,15.0,17.0,2.0,0.4096,12,0.3333,0.99,0.0163,4,-0.04
4.0,6.0,39.0,3.0,0.637,9,0.1111,0.25,0.0438,7,-2.04
6.0,14.0,34.0,3.0,0.737,52,0.3654,1.11,0.047,6,1.15
12.0,7.0,26.0,1.0,0.4664,0,0.0,0.0,1.0,0,0.0
10.0,11.0,44.0,3.0,0.3346,5,0.2,0.5,0.0067,2,-0.85
7.0,10.0,22.0,2.0,0.6189,14,0.2857,0.78,0.037,6,-1.02
6.0,16.0,42.0,1.0,0.2617,0,0.0,0.0,1.0,0,0.0
9.0,5.0,20.0,3.0,0.5343,0,0.0,0.0,1.0,0,0.0
13.0,13.0,36.0,2.0,0.6642,1,0.0,0.0,0.0066,1,-0.29
6.0,8.0,28.0,4.0,0.3819,18,0.2222,0.57,0.0339,7,-5.0
5.0,11.0,18.0,4.0,0.4941,28,0.3214,0.94,0.0345,7,-0.95
12.0,10.0,41.0,2.0,0.7097,0,0.0,0.0,1.0,0,0.0
10.0,14.0,23.0,3.0,0.5916,18,0.6111,3.1,0.0177,3,8.26
7.0,7.0,31.0,1.0,0.3622,0,0.0,0.0,1.0,0,0.0
8.0,11.0,38.0,2.0,0.7243,16,0.375,1.18,0.0496,7,1.07
10.0,10.0,16.0,3.0,0.4479,1,0.0,0.0,0.0045,1,-0.06
11.0,14.0,34.0,1.0,0.3141,0,0.0,0.0,1.0,0,0.0
5.0,7.0,25.0,3.0,0.6081,12,0.25,0.66,0.0361,6,-2.12
6.0,15.0,21.0,3.0,0.516,35,0.4286,1.48,0.0358,5,4.4
12.0,6.0,43.0,2.0,0.312,0,0.0,0.0,1.0,0,0.0
9.0,13.0,28.0,4.0,0.4262,19,0.4737,1.75,0.0172,4,5.62
6.0,8.0,35.0,2.0,0.6517,13,0.0769,0.17,0.0754,12,-5.0
7.0,14.0,29.0,2.0,0.4833,24,0.375,1.19,0.0472,10,2.05
9.0,7.0,37.0,3.0,0.6892,0,0.0,0.0,1.0,0,0.0
12.0,12.0,19.0,2.0,0.573,2,1.0,0.0,0.0,0,0.59
6.0,9.0,42.0,4.0,0.3495,20,0.3,0.85,0.0276,6,-2.17
4.0,12.0,32.0,4.0,0.2764,35,0.2571,0.69,0.0332,6,-4.39
11.0,9.0,23.0,2.0,0.5509,0,0.0,0.0,1.0,0,0.0
11.0,15.0,40.0,3.0,0.6867,13,0.2308,0.59,0.0344,5,-2.11
8.0,6.0,18.0,1.0,0.3907,0,0.0,0.0,1.0,0,0.0
8.0,15.0,36.0,4.0,0.6168,29,0.4483,1.54,0.0245,4,4.33
10.0,6.0,29.0,2.0,0.3366,0,0.0,0.0,1.0,0,0.0
11.0,12.0,43.0,3.0,0.4568,2,0.0,0.0,0.0091,2,-0.93
4.0,9.0,20.0,2.0,0.7467,23,0.3043,0.86,0.0591,6,-1.99
5.0,11.0,23.0,1.0,0.6274,0,0.0,0.0,1.0,0,0.0
12.0,10.0,30.0,3.0,0.4193,0,0.0,0.0,1.0,0,0.0
9.0,15.0,18.0,2.0,0.2874,14,0.4286,1.43,0.0086,3,1.67
7.0,6.0,41.0,3.0,0.5093,0,0.0,0.0,1.0,0,0.0
7.0,13.0,16.0,3.0,0.3719,30,0.4667,1.73,0.0293,8,5.54
9.0,8.0,39.0,1.0,0.582,0,0.0,0.0,1.0,0,0.0
13.0,16.0,25.0,4.0,0.7118,19,0.3158,0.87,0.0316,4,-1.03
6.0,5.0,32.0,2.0,0.492,0,0.0,0.0,1.0,0,0.0
5.0,14.0,45.0,2.0,0.3839,34,0.2647,0.71,0.0452,8,-5.0
12.0,7.0,22.0,4.0,0.6621,0,0.0,0.0,1.0,0,0.0
10.0,11.0,34.0,1.0,0.544,0,0.0,0.0,1.0,0,0.0
8.0,10.0,27.0,3.0,0.2521,14,0.2857,0.8,0.0101,4,-1.67
8.0,13.0,35.0,1.0,0.4501,0,0.0,0.0,1.0,0,0.0
10.0,8.0,28.0,3.0,0.7226,0,0.0,0.0,1.0,0,0.0
12.0,15.0,44.0,2.0,0.6025,4,0.0,0.0,0.0238,4,-0.89
5.0,6.0,21.0,4.0,0.3202,4,0.25,0.67,0.0064,2,-0.14
6.0,13.0,26.0,4.0,0.3059,45,0.2444,0.63,0.0469,11,-4.92
13.0,8.0,33.0,2.0,0.5216,0,0.0,0.0,1.0,0,0.0
9.0,11.0,15.0,3.0,0.6534,10,0.6,2.91,0.0133,2,2.24
7.0,10.0,38.0,1.0,0.4241,0,0.0,0.0,1.0,0,0.0
7.0,15.0,17.0,2.0,0.6948,31,0.3871,1.24,0.0478,5,2.66
9.0,6.0,40.0,4.0,0.4772,0,0.0,0.0,1.0,0,0.0
12.0,12.0,24.0,2.0,0.3473,5,0.6,2.84,0.0071,2,0.51
5.0,8.0,31.0,3.0,0.5748,19,0.3158,0.91,0.0395,7,-1.45
4.0,12.0,42.0,3.0,0.5492,38,0.2105,0.53,0.1001,11,-5.0
11.0,9.0,19.0,1.0,0.2786,0,0.0,0.0,1.0,0,0.0
10.0,14.0,37.0,3.0,0.3968,22,0.2727,0.74,0.0505,9,-2.27
8.0,7.0,30.0,2.0,0.681,0,0.0,0.0,1.0,0,0.0
8.0,15.0,40.0,3.0,0.3427,32,0.5938,2.87,0.0102,3,8.33
11.0,7.0,19.0,2.0,0.6112,0,0.0,0.0,1.0,0,0.0
11.0,11.0,31.0,4.0,0.745,1,0.0,0.0,0.0074,1,-0.18
5.0,9.0,23.0,2.0,0.459,21,0.2381,0.62,0.0407,8,-5.0
6.0,12.0,20.0,2.0,0.4171,35,0.2857,0.79,0.0609,9,-3.87
12.0,9.0,43.0,4.0,0.6291,0,0.0,0.0,1.0,0,0.0
9.0,15.0,28.0,1.0,0.5149,0,0.0,0.0,1.0,0,0.0
7.0,6.0,36.0,3.0,0.2813,0,0.0,0.0,1.0,0,0.0
6.0,11.0,27.0,3.0,0.5837,34,0.3235,0.95,0.0569,10,-0.83
9.0,10.0,34.0,2.0,0.3697,5,0.4,1.28,0.0074,2,0.1
13.0,14.0,22.0,3.0,0.4859,6,0.5,1.99,0.0048,1,0.65
6.0,7.0,44.0,1.0,0.7174,0,0.0,0.0,1.0,0,0.0
5.0,16.0,33.0,2.0,0.6565,42,0.2381,0.6,0.093,7,-5.0
11.0,5.0,25.0,3.0,0.3901,0,0.0,0.0,1.0,0,0.0
10.0,13.0,38.0,2.0,0.2543,16,0.375,1.11,0.0127,5,0.39
8.0,8.0,17.0,4.0,0.5423,2,0.0,0.0,0.0108,2,-0.2
7.0,16.0,24.0,3.0,0.4337,47,0.3191,0.92,0.0594,8,-0.88
10.0,5.0,32.0,1.0,0.6438,0,0.0,0.0,1.0,0,0.0
12.0,13.0,17.0,4.0,0.5237,3,0.6667,3.94,0.0052,1,0.31
5.0,8.0,40.0,2.0,0.3038,20,0.15,0.35,0.033,8,-5.0
6.0,11.0,37.0,2.0,0.3222,26,0.3077,0.88,0.0166,3,-1.39
13.0,10.0,29.0,4.0,0.6005,0,0.0,0.0,1.0,0,0.0
9.0,13.0,41.0,2.0,0.7323,16,0.25,0.65,0.0375,3,-2.38
6.0,8.0,19.0,3.0,0.4404,9,0.1111,0.25,0.0304,7,-3.24
7.0,12.0,43.0,4.0,0.679,32,0.375,1.18,0.0662,9,2.14
10.0,9.0,21.0,2.0,0.3988,0,0.0,0.0,1.0,0,0.0
12.0,15.0,35.0,3.0,0.2689,14,0.5714,2.62,0.0054,2,3.73
5.0,6.0,27.0,2.0,0.5589,5,0.2,0.49,0.0167,3,-0.53
4.0,14.0,16.0,1.0,0.5651,0,0.0,0.0,1.0,0,0.0
11.0,7.0,38.0,3.0,0.357,0,0.0,0.0,1.0,0,0.0
11.0,12.0,26.0,2.0,0.4751,5,0.4,1.33,0.0095,2,0.21
8.0,9.0,33.0,3.0,0.6969,4,0.25,0.66,0.0208,3,-0.33
8.0,11.0,22.0,1.0,0.2951,0,0.0,0.0,1.0,0,0.0
10.0,10.0,45.0,3.0,0.5011,3,0.6667,3.94,0.005,1,0.67
11.0,14.0,27.0,2.0,0.6348,7,0.5714,2.61,0.0064,1,1.07
4.0,7.0,34.0,4.0,0.4114,18,0.1667,0.4,0.0523,9,-5.0
5.0,15.0,39.0,3.0,0.4647,57,0.4035,1.34,0.028,5,3.7
12.0,6.0,16.0,2.0,0.7392,0,0.0,0.0,1.0,0,0.0
9.0,12.0,32.0,3.0,0.625,15,0.2667,0.71,0.0549,9,-1.51
7.0,9.0,25.0,1.0,0.3289,0,0.0,0.0,1.0,0,0.0
7.0,14.0,30.0,2.0,0.5365,26,0.4231,1.43,0.0373,5,4.21
9.0,7.0,23.0,3.0,0.26,0,0.0,0.0,1.0,0,0.0
13.0,11.0,41.0,1.0,0.3763,0,0.0,0.0,1.0,0,0.0
6.0,10.0,18.0,3.0,0.6703,24,0.2083,0.52,0.0592,4,-5.0
5.0,13.0,29.0,3.0,0.7036,40,0.4,1.31,0.0627,8,3.47
12.0,8.0,36.0,2.0,0.4997,0,0.0,0.0,1.0,0,0.0
10.0,16.0,20.0,4.0,0.3639,35,0.4,1.29,0.0289,8,2.45
8.0,5.0,43.0,2.0,0.5894,0,0.0,0.0,1.0,0,0.0
8.0,16.0,32.0,3.0,0.7287,28,0.3929,1.25,0.0363,5,2.13
10.0,5.0,24.0,2.0,0.4425,0,0.0,0.0,1.0,0,0.0
12.0,13.0,40.0,4.0,0.3263,5,0.4,1.33,0.0065,2,0.14
5.0,8.0,17.0,2.0,0.5949,16,0.4375,1.54,0.0119,2,4.5
6.0,11.0,29.0,2.0,0.5311,27,0.2593,0.69,0.0374,7,-4.58
13.0,10.0,37.0,4.0,0.2978,0,0.0,0.0,1.0,0,0.0
9.0,14.0,20.0,1.0,0.4335,0,0.0,0.0,1.0,0,0.0
7.0,7.0,41.0,3.0,0.6454,2,0.5,1.98,0.0065,1,0.31
7.0,12.0,22.0,3.0,0.4701,31,0.4516,1.64,0.0187,4,8.27
9.0,9.0,43.0,2.0,0.7015,9,0.4444,1.57,0.0142,2,1.02
12.0,15.0,27.0,3.0,0.5677,12,0.25,0.63,0.0281,5,-0.98
5.0,6.0,35.0,1.0,0.3539,0,0.0,0.0,1.0,0,0.0
4.0,14.0,38.0,2.0,0.2701,39,0.3846,1.23,0.0323,11,2.24
11.0,7.0,16.0,3.0,0.5582,0,0.0,0.0,1.0,0,0.0
10.0,11.0,33.0,2.0,0.6725,5,0.4,1.3,0.0134,2,0.17
8.0,10.0,26.0,4.0,0.4058,18,0.3333,0.98,0.0281,7,-0.14
8.0,12.0,45.0,1.0,0.6173,0,0.0,0.0,1.0,0,0.0
11.0,9.0,22.0,3.0,0.3352,0,0.0,0.0,1.0,0,0.0
11.0,14.0,34.0,2.0,0.4651,3,0.3333,1.0,0.0093,2,0.0
4.0,7.0,27.0,3.0,0.7374,15,0.4,1.32,0.0434,6,2.24
5.0,15.0,16.0,4.0,0.6386,54,0.3889,1.26,0.0574,8,3.7
12.0,6.0,39.0,2.0,0.409,0,0.0,0.0,1.0,0,0.0
10.0,12.0,25.0,3.0,0.2909,8,0.5,1.98,0.0058,2,0.71
7.0,9.0,32.0,1.0,0.5068,0,0.0,0.0,1.0,0,0.0
6.0,13.0,23.0,2.0,0.3626,29,0.3103,0.87,0.0217,6,-1.36
9.0,8.0,30.0,4.0,0.5902,0,0.0,0.0,1.0,0,0.0
13.0,11.0,18.0,2.0,0.7104,0,0.0,0.0,1.0,0,0.0
6.0,10.0,41.0,3.0,0.4925,22,0.3182,0.93,0.0294,6,-1.24
5.0,13.0,36.0,3.0,0.3815,34,0.2941,0.82,0.0271,5,-2.4
11.0,8.0,29.0,1.0,0.6656,0,0.0,0.0,1.0,0,0.0
10.0,16.0,43.0,3.0,0.5337,32,0.3438,0.99,0.0738,13,-0.13
8.0,5.0,20.0,2.0,0.2633,0,0.0,0.0,1.0,0,0.0
8.0,13.0,28.0,1.0,0.6514,0,0.0,0.0,1.0,0,0.0
10.0,8.0,35.0,3.0,0.4276,0,0.0,0.0,1.0,0,0.0
11.0,16.0,21.0,2.0,0.3114,19,0.3684,1.14,0.0128,4,0.9
5.0,5.0,44.0,4.0,0.5175,3,0.6667,4.01,0.0052,1,0.53
6.0,14.0,33.0,4.0,0.6085,37,0.2703,0.72,0.0484,7,-4.86
13.0,7.0,26.0,2.0,0.3127,0,0.0,0.0,1.0,0,0.0
9.0,11.0,38.0,3.0,0.4484,12,0.25,0.66,0.0137,3,-0.88
6.0,10.0,15.0,1.0,0.7228,0,0.0,0.0,1.0,0,0.0
7.0,15.0,40.0,2.0,0.3922,30,0.4333,1.5,0.0155,4,5.37
9.0,6.0,17.0,3.0,0.6861,0,0.0,0.0,1.0,0,0.0
12.0,12.0,31.0,1.0,0.5522,0,0.0,0.0,1.0,0,0.0
6.0,9.0,24.0,3.0,0.276,15,0.4667,1.74,0.0082,3,6.85
5.0,11.0,19.0,3.0,0.348,35,0.4286,1.46,0.0252,5,4.94
11.0,9.0,42.0,2.0,0.5736,0,0.0,0.0,1.0,0,0.0
10.0,15.0,30.0,4.0,0.6879,26,0.2308,0.56,0.0954,8,-4.78
8.0,7.0,37.0,2.0,0.4837,0,0.0,0.0,1.0,0,0.0
8.0,14.0,19.0,3.0,0.5086,24,0.4583,1.64,0.0254,5,5.05
10.0,7.0,41.0,1.0,0.289,0,0.0,0.0,1.0,0,0.0
11.0,12.0,23.0,4.0,0.4189,6,0.0,0.0,0.0248,6,-1.45
4.0,9.0,31.0,2.0,0.6288,22,0.2273,0.58,0.0552,9,-5.0
5.0,13.0,43.0,2.0,0.7473,40,0.35,1.06,0.0513,6,0.94
12.0,8.0,20.0,4.0,0.4552,0,0.0,0.0,1.0,0,0.0
9.0,15.0,36.0,2.0,0.337,15,0.6667,3.9,0.0067,2,5.0
7.0,6.0,28.0,3.0,0.6154,0,0.0,0.0,1.0,0,0.0
7.0,11.0,34.0,4.0,0.2535,27,0.2222,0.56,0.0254,6,-5.0
9.0,10.0,27.0,2.0,0.5436,5,0.4,1.32,0.0108,2,0.33
13.0,13.0,44.0,3.0,0.6637,1,0.0,0.0,0.0066,1,-0.29
6.0,8.0,22.0,2.0,0.3833,15,0.2667,0.72,0.0154,4,-2.66
5.0,15.0,25.0,1.0,0.4906,0,0.0,0.0,1.0,0,0.0
12.0,6.0,33.0,3.0,0.7122,0,0.0,0.0,1.0,0,0.0
10.0,13.0,17.0,2.0,0.5803,8,0.5,1.84,0.0131,2,0.64
8.0,8.0,38.0,3.0,0.3725,0,0.0,0.0,1.0,0,0.0
8.0,11.0,16.0,2.0,0.4254,18,0.3333,0.99,0.0211,5,-0.06
10.0,10.0,38.0,4.0,0.653,2,0.0,0.0,0.013,2,-0.29
12.0,14.0,26.0,2.0,0.5231,8,0.75,5.81,0.0052,1,1.54
5.0,7.0,34.0,3.0,0.3053,12,0.4167,1.43,0.0061,2,2.1
6.0,16.0,43.0,3.0,0.3188,52,0.3846,1.22,0.0256,6,2.52
13.0,5.0,21.0,1.0,0.6029,0,0.0,0.0,1.0,0,0.0
9.0,13.0,35.0,3.0,0.7211,19,0.5263,2.15,0.0216,3,4.92
7.0,8.0,28.0,2.0,0.4507,4,0.25,0.66,0.0135,3,-0.35
7.0,15.0,37.0,1.0,0.6805,0,0.0,0.0,1.0,0,0.0
9.0,6.0,29.0,3.0,0.3983,0,0.0,0.0,1.0,0,0.0
12.0,11.0,42.0,2.0,0.2782,0,0.0,0.0,1.0,0,0.0
5.0,10.0,19.0,4.0,0.5506,26,0.4615,1.69,0.0326,6,10.23
4.0,12.0,24.0,4.0,0.5753,31,0.2258,0.58,0.0618,8,-5.0
11.0,9.0,32.0,2.0,0.3458,0,0.0,0.0,1.0,0,0.0
10.0,15.0,18.0,3.0,0.4776,26,0.4231,1.44,0.0284,5,5.11
8.0,6.0,40.0,2.0,0.6935,0,0.0,0.0,1.0,0,0.0
8.0,15.0,29.0,3.0,0.2829,30,0.3,0.83,0.039,13,-2.05
11.0,6.0,36.0,2.0,0.5142,0,0.0,0.0,1.0,0,0.0
11.0,12.0,20.0,3.0,0.6305,9,0.3333,0.98,0.0188,3,-0.02
4.0,9.0,43.0,1.0,0.4167,0,0.0,0.0,1.0,0,0.0
6.0,12.0,30.0,2.0,0.4574,22,0.4091,1.37,0.0137,3,5.17
12.0,9.0,23.0,3.0,0.7456,0,0.0,0.0,1.0,0,0.0
9.0,14.0,41.0,2.0,0.6098,14,0.2143,0.53,0.054,9,-1.72
7.0,7.0,18.0,4.0,0.3431,5,0.2,0.5,0.0103,3,-1.13
6.0,13.0,39.0,3.0,0.5419,38,0.3421,1.02,0.0537,9,0.26
9.0,8.0,16.0,1.0,0.2557,0,0.0,0.0,1.0,0,0.0
12.0,15.0,32.0,4.0,0.3894,12,0.1667,0.39,0.0307,8,-2.72
6.0,6.0,25.0,2.0,0.6581,3,0.0,0.0,0.0196,3,-0.97
5.0,14.0,22.0,2.0,0.7178,37,0.3243,0.94,0.0701,6,-0.75
11.0,7.0,45.0,4.0,0.4845,0,0.0,0.0,1.0,0,0.0
10.0,11.0,27.0,1.0,0.3703,0,0.0,0.0,1.0,0,0.0
8.0,10.0,34.0,3.0,0.5821,10,0.6,2.95,0.0174,3,2.38
7.0,14.0,42.0,4.0,0.4408,33,0.3333,0.98,0.0308,4,-0.15
10.0,7.0,19.0,2.0,0.731,0,0.0,0.0,1.0,0,0.0
12.0,11.0,37.0,3.0,0.601,0,0.0,0.0,1.0,0,0.0
5.0,10.0,30.0,2.0,0.3207,25,0.4,1.33,0.0096,3,6.06
6.0,13.0,17.0,1.0,0.3034,0,0.0,0.0,1.0,0,0.0
13.0,8.0,40.0,3.0,0.525,0,0.0,0.0,1.0,0,0.0
9.0,16.0,24.0,2.0,0.6432,26,0.3077,0.84,0.0526,6,-1.3
6.0,5.0,31.0,3.0,0.4352,0,0.0,0.0,1.0,0,0.0
7.0,11.0,26.0,3.0,0.6954,14,0.2857,0.79,0.0279,4,-1.47
10.0,10.0,33.0,1.0,0.4757,0,0.0,0.0,1.0,0,0.0
12.0,14.0,15.0,3.0,0.3556,7,0.7143,3.94,0.0089,2,0.68
6.0,7.0,38.0,2.0,0.5654,8,0.25,0.67,0.028,5,-1.01
4.0,15.0,35.0,2.0,0.5604,47,0.4468,1.58,0.0331,6,6.65
11.0,6.0,28.0,4.0,0.2684,0,0.0,0.0,1.0,0,0.0
11.0,12.0,44.0,1.0,0.4001,0,0.0,0.0,1.0,0,0.0
8.0,9.0,21.0,3.0,0.6786,5,0.2,0.49,0.0202,3,-0.83
8.0,12.0,32.0,2.0,0.3296,18,0.2778,0.76,0.0197,5,-4.44
10.0,9.0,25.0,3.0,0.6234,0,0.0,0.0,1.0,0,0.0
11.0,15.0,39.0,1.0,0.7396,0,0.0,0.0,1.0,0,0.0
4.0,6.0,17.0,3.0,0.4633,11,0.3636,1.14,0.0184,4,0.38
5.0,14.0,26.0,3.0,0.4107,46,0.3261,0.93,0.047,8,-0.71
12.0,7.0,35.0,2.0,0.6365,0,0.0,0.0,1.0,0,0.0
9.0,12.0,22.0,4.0,0.5007,16,0.625,3.08,0.0113,2,5.72
7.0,9.0,44.0,2.0,0.2965,11,0.2727,0.74,0.0118,4,-1.9
7.0,16.0,20.0,1.0,0.588,0,0.0,0.0,1.0,0,0.0
9.0,5.0,42.0,3.0,0.3643,0,0.0,0.0,1.0,0,0.0
13.0,13.0,28.0,2.0,0.4981,0,0.0,0.0,1.0,0,0.0
6.0,8.0,37.0,4.0,0.7043,14,0.1429,0.33,0.0553,8,-5.0
5.0,11.0,41.0,4.0,0.6717,33,0.3636,1.13,0.0334,4,2.08
12.0,10.0,18.0,2.0,0.3759,0,0.0,0.0,1.0,0,0.0
10.0,13.0,31.0,3.0,0.2616,17,0.5294,2.22,0.008,3,4.62
8.0,8.0,23.0,1.0,0.5359,0,0.0,0.0,1.0,0,0.0
8.0,12.0,41.0,3.0,0.3086,18,0.2778,0.76,0.0247,5,-1.64
10.0,9.0,18.0,1.0,0.5204,0,0.0,0.0,1.0,0,0.0
12.0,15.0,30.0,3.0,0.6561,16,0.375,1.13,0.0357,5,0.47
5.0,6.0,23.0,2.0,0.4228,3,0.3333,0.99,0.0084,2,0.0
6.0,14.0,20.0,2.0,0.4513,26,0.4615,1.69,0.0135,3,6.73
13.0,6.0,43.0,4.0,0.7199,0,0.0,0.0,1.0,0,0.0
9.0,12.0,29.0,2.0,0.6037,7,0.4286,1.46,0.018,3,0.29
7.0,10.0,36.0,3.0,0.3175,23,0.2174,0.55,0.0315,6,-5.0
7.0,16.0,27.0,4.0,0.5475,43,0.3256,0.94,0.0537,5,-0.82
9.0,5.0,34.0,2.0,0.2808,0,0.0,0.0,1.0,0,0.0
12.0,13.0,22.0,3.0,0.3951,5,0.4,1.27,0.0079,2,0.1
5.0,8.0,45.0,2.0,0.6833,18,0.3889,1.26,0.0274,3,3.74
4.0,11.0,32.0,1.0,0.6926,0,0.0,0.0,1.0,0,0.0
11.0,10.0,25.0,3.0,0.4789,0,0.0,0.0,1.0,0,0.0
10.0,14.0,39.0,2.0,0.3451,10,0.6,2.83,0.0106,3,1.35
8.0,7.0,16.0,4.0,0.5764,0,0.0,0.0,1.0,0,0.0
8.0,14.0,35.0,2.0,0.4159,23,0.2609,0.67,0.0311,4,-2.98
11.0,8.0,27.0,3.0,0.6318,0,0.0,0.0,1.0,0,0.0
11.0,11.0,44.0,2.0,0.5137,1,0.0,0.0,0.0051,1,-0.17
4.0,10.0,21.0,4.0,0.284,30,0.3667,1.15,0.0171,4,2.64
5.0,13.0,25.0,3.0,0.34,50,0.28,0.77,0.0564,7,-4.07
12.0,8.0,34.0,2.0,0.6124,0,0.0,0.0,1.0,0,0.0
10.0,15.0,16.0,3.0,0.7423,18,0.3889,1.22,0.0369,5,1.37
7.0,6.0,38.0,1.0,0.4602,0,0.0,0.0,1.0,0,0.0
6.0,12.0,18.0,2.0,0.6587,29,0.2759,0.75,0.0648,6,-4.0
9.0,9.0,39.0,3.0,0.3884,5,0.4,1.34,0.0077,2,0.15
13.0,14.0,24.0,1.0,0.2565,0,0.0,0.0,1.0,0,0.0
6.0,7.0,32.0,3.0,0.5406,11,0.4545,1.65,0.0163,3,2.04
5.0,15.0,42.0,3.0,0.5854,47,0.234,0.6,0.1079,8,-5.0
12.0,6.0,19.0,1.0,0.3674,0,0.0,0.0,1.0,0,0.0
10.0,13.0,37.0,4.0,0.4876,16,0.375,1.17,0.0243,5,0.78
7.0,9.0,29.0,2.0,0.7152,15,0.1333,0.31,0.0629,6,-5.0
8.0,15.0,22.0,1.0,0.3234,0,0.0,0.0,1.0,0,0.0
10.0,6.0,44.0,3.0,0.5978,0,0.0,0.0,1.0,0,0.0
11.0,12.0,26.0,2.0,0.7335,2,0.5,1.99,0.0073,1,0.28
5.0,9.0,35.0,3.0,0.4377,23,0.3043,0.87,0.0175,3,-2.05
6.0,11.0,39.0,4.0,0.4364,33,0.3636,1.13,0.0387,6,1.4
12.0,10.0,16.0,2.0,0.6425,0,0.0,0.0,1.0,0,0.0
9.0,14.0,32.0,3.0,0.5264,18,0.4444,1.55,0.0314,4,1.76
6.0,7.0,25.0,2.0,0.3026,12,0.0833,0.18,0.0269,8,-5.0
7.0,13.0,30.0,2.0,0.5629,23,0.3043,0.84,0.0526,8,-1.46
9.0,8.0,23.0,4.0,0.3586,0,0.0,0.0,1.0,0,0.0
12.0,16.0,41.0,1.0,0.4729,0,0.0,0.0,1.0,0,0.0
6.0,5.0,18.0,3.0,0.6986,0,0.0,0.0,1.0,0,0.0
4.0,14.0,28.0,3.0,0.6773,60,0.3167,0.92,0.0737,7,-1.43
11.0,7.0,36.0,1.0,0.4011,0,0.0,0.0,1.0,0,0.0
11.0,11.0,21.0,3.0,0.2672,2,0.5,2.01,0.0027,1,0.25
8.0,10.0,42.0,2.0,0.5611,8,0.25,0.66,0.0224,3,-0.96
8.0,11.0,24.0,3.0,0.462,17,0.4118,1.38,0.0093,2,2.37
10.0,10.0,31.0,2.0,0.7404,3,0.0,0.0,0.0221,3,-0.85
11.0,13.0,17.0,4.0,0.6223,10,0.4,1.3,0.0188,3,0.25
4.0,8.0,40.0,2.0,0.3301,18,0.2778,0.76,0.0229,5,-3.18
5.0,16.0,37.0,2.0,0.2939,45,0.2667,0.71,0.0417,8,-3.99
12.0,5.0,30.0,3.0,0.5038,0,0.0,0.0,1.0,0,0.0
9.0,13.0,42.0,1.0,0.6336,0,0.0,0.0,1.0,0,0.0
7.0,8.0,19.0,3.0,0.4141,5,0.0,0.0,0.0205,5,-2.76
7.0,14.0,44.0,4.0,0.7053,37,0.3243,0.92,0.0814,12,-0.74
9.0,7.0,21.0,2.0,0.4975,0,0.0,0.0,1.0,0,0.0
13.0,12.0,35.0,3.0,0.3656,0,0.0,0.0,1.0,0,0.0
6.0,9.0,28.0,1.0,0.5872,0,0.0,0.0,1.0,0,0.0
5.0,12.0,15.0,2.0,0.5388,31,0.2903,0.81,0.0429,6,-2.73
12.0,9.0,38.0,3.0,0.2583,0,0.0,0.0,1.0,0,0.0
10.0,15.0,26.0,2.0,0.3785,25,0.4,1.28,0.0227,6,2.2
8.0,6.0,33.0,4.0,0.6686,0,0.0,0.0,1.0,0,0.0
8.0,14.0,25.0,2.0,0.596,22,0.2727,0.73,0.0431,6,-2.72
10.0,7.0,32.0,4.0,0.3256,0,0.0,0.0,1.0,0,0.0
12.0,11.0,16.0,1.0,0.4438,0,0.0,0.0,1.0,0,0.0
5.0,10.0,39.0,3.0,0.7279,32,0.4375,1.55,0.0639,8,7.91
6.0,12.0,34.0,3.0,0.6482,30,0.4,1.32,0.0383,6,4.17
13.0,9.0,27.0,2.0,0.4303,0,0.0,0.0,1.0,0,0.0
9.0,15.0,45.0,4.0,0.3004,34,0.3824,1.15,0.0329,11,0.87
7.0,6.0,22.0,2.0,0.5281,0,0.0,0.0,1.0,0,0.0
7.0,11.0,43.0,2.0,0.3526,16,0.25,0.66,0.0245,7,-2.26
9.0,10.0,20.0,3.0,0.5685,9,0.4444,1.56,0.017,3,0.57
12.0,14.0,36.0,2.0,0.7003,7,0.4286,1.43,0.0208,3,0.29
5.0,7.0,29.0,4.0,0.4707,15,0.2667,0.72,0.0233,5,-2.54
4.0,16.0,18.0,3.0,0.4032,63,0.254,0.67,0.0855,20,-4.6
11.0,5.0,41.0,2.0,0.6756,0,0.0,0.0,1.0,0,0.0
