InpStartHour,InpEndHour,InpEndMinute,InpFvgMaxAgeBars,InpRiskPercent,total_trades,win_rate,profit_factor,max_drawdown,max_consecutive_losses,sharpe_ratio
6.0,10.0,30.0,3.0,0.3327,27,0.2593,0.69,0.0201,4,-5.0
5.0,13.0,43.0,4.0,0.2913,47,0.3404,1.02,0.0347,9,0.31
12.0,8.0,20.0,2.0,0.5054,0,0.0,0.0,1.0,0,0.0
10.0,15.0,36.0,3.0,0.6391,21,0.5714,2.48,0.0221,3,6.62
8.0,6.0,29.0,1.0,0.4076,0,0.0,0.0,1.0,0,0.0
8.0,14.0,37.0,3.0,0.359,28,0.4643,1.67,0.0143,4,3.6
10.0,7.0,30.0,1.0,0.563,0,0.0,0.0,1.0,0,0.0
12.0,11.0,42.0,3.0,0.6987,0,0.0,0.0,1.0,0,0.0
5.0,10.0,19.0,2.0,0.4733,20,0.35,1.06,0.0283,4,0.61
6.0,13.0,24.0,2.0,0.4007,37,0.3784,1.16,0.0259,5,1.5
13.0,8.0,31.0,4.0,0.6771,0,0.0,0.0,1.0,0,0.0
9.0,16.0,17.0,1.0,0.561,0,0.0,0.0,1.0,0,0.0
7.0,5.0,40.0,3.0,0.2669,0,0.0,0.0,1.0,0,0.0
7.0,11.0,15.0,4.0,0.5986,29,0.2759,0.76,0.0417,5,-4.49
9.0,10.0,38.0,2.0,0.324,4,0.25,0.67,0.0065,2,-0.24
12.0,15.0,26.0,3.0,0.4383,12,0.3333,0.93,0.0276,4,-0.14
5.0,6.0,33.0,2.0,0.7343,8,0.375,1.18,0.0146,2,0.29
4.0,15.0,44.0,1.0,0.6417,0,0.0,0.0,1.0,0,0.0
11.0,6.0,21.0,3.0,0.4358,0,0.0,0.0,1.0,0,0.0
10.0,12.0,35.0,2.0,0.302,5,0.4,1.32,0.006,2,0.09
8.0,9.0,28.0,3.0,0.5255,2,0.5,1.98,0.0053,1,0.07
8.0,12.0,39.0,1.0,0.4976,0,0.0,0.0,1.0,0,0.0
11.0,9.0,17.0,3.0,0.7057,0,0.0,0.0,1.0,0,0.0
11.0,15.0,32.0,2.0,0.5876,9,0.3333,0.93,0.0242,3,-0.08
4.0,6.0,25.0,4.0,0.3657,9,0.1111,0.25,0.0253,7,-2.74
6.0,14.0,22.0,4.0,0.2582,43,0.3023,0.86,0.0306,11,-2.17
12.0,7.0,44.0,2.0,0.5384,0,0.0,0.0,1.0,0,0.0
9.0,12.0,26.0,3.0,0.6682,24,0.2917,0.8,0.033,5,-2.12
7.0,9.0,35.0,1.0,0.3783,0,0.0,0.0,1.0,0,0.0
6.0,15.0,28.0,2.0,0.741,44,0.2955,0.82,0.0806,10,-2.48
9.0,6.0,37.0,3.0,0.4629,0,0.0,0.0,1.0,0,0.0
12.0,13.0,20.0,1.0,0.331,0,0.0,0.0,1.0,0,0.0
6.0,8.0,42.0,3.0,0.6229,20,0.25,0.67,0.0667,8,-5.0
5.0,11.0,31.0,3.0,0.5032,34,0.3529,1.08,0.04,7,1.1
11.0,10.0,23.0,2.0,0.2931,0,0.0,0.0,1.0,0,0.0
10.0,14.0,41.0,4.0,0.4132,16,0.3125,0.9,0.0208,4,-0.66
8.0,7.0,18.0,2.0,0.633,0,0.0,0.0,1.0,0,0.0
7.0,11.0,26.0,1.0,0.2807,0,0.0,0.0,1.0,0,0.0
10.0,10.0,34.0,3.0,0.5472,4,0.25,0.66,0.0109,2,-0.4
12.0,14.0,16.0,2.0,0.6829,8,0.5,1.97,0.0136,2,1.08
5.0,7.0,38.0,4.0,0.395,18,0.2778,0.76,0.0236,5,-2.62
6.0,16.0,35.0,4.0,0.479,60,0.3667,1.13,0.0343,6,1.66
13.0,5.0,28.0,2.0,0.693,0,0.0,0.0,1.0,0,0.0
9.0,13.0,43.0,3.0,0.5768,18,0.5,1.95,0.0172,3,6.96
6.0,8.0,21.0,2.0,0.3452,16,0.1875,0.46,0.0307,8,-5.0
7.0,14.0,42.0,2.0,0.5198,28,0.4286,1.4,0.0258,5,2.95
10.0,7.0,19.0,4.0,0.3077,0,0.0,0.0,1.0,0,0.0
12.0,11.0,37.0,2.0,0.422,0,0.0,0.0,1.0,0,0.0
6.0,10.0,29.0,3.0,0.6555,22,0.1364,0.31,0.0879,14,-5.0
4.0,12.0,18.0,3.0,0.7205,33,0.2424,0.63,0.0776,7,-5.0
11.0,9.0,40.0,1.0,0.4521,0,0.0,0.0,1.0,0,0.0
11.0,15.0,24.0,3.0,0.3183,17,0.5294,2.19,0.0127,4,5.18
8.0,6.0,32.0,2.0,0.6043,0,0.0,0.0,1.0,0,0.0
8.0,15.0,20.0,3.0,0.388,31,0.4516,1.61,0.027,5,4.97
10.0,6.0,43.0,1.0,0.6586,0,0.0,0.0,1.0,0,0.0
11.0,12.0,29.0,4.0,0.5405,3,0.3333,1.01,0.0106,2,0.0
4.0,9.0,36.0,2.0,0.2561,17,0.3529,1.09,0.0076,3,0.97
5.0,12.0,41.0,2.0,0.3678,24,0.375,1.19,0.0146,4,2.38
12.0,9.0,18.0,4.0,0.5855,0,0.0,0.0,1.0,0,0.0
9.0,14.0,30.0,1.0,0.7153,0,0.0,0.0,1.0,0,0.0
7.0,7.0,23.0,3.0,0.488,2,0.0,0.0,0.0097,2,-0.45
7.0,13.0,32.0,3.0,0.6309,39,0.4359,1.52,0.0251,4,4.49
9.0,8.0,25.0,2.0,0.4153,0,0.0,0.0,1.0,0,0.0
13.0,16.0,39.0,3.0,0.2834,19,0.4211,1.41,0.0113,4,3.79
6.0,5.0,16.0,1.0,0.5128,0,0.0,0.0,1.0,0,0.0
5.0,13.0,27.0,2.0,0.6133,33,0.3333,0.98,0.0481,7,-0.22
12.0,8.0,34.0,3.0,0.3406,0,0.0,0.0,1.0,0,0.0
10.0,11.0,22.0,2.0,0.4608,4,0.5,1.97,0.0046,1,0.54
8.0,10.0,45.0,4.0,0.7431,12,0.5833,2.76,0.0074,1,3.12
8.0,15.0,26.0,2.0,0.4763,25,0.52,2.08,0.0191,4,8.34
10.0,6.0,35.0,4.0,0.6962,0,0.0,0.0,1.0,0,0.0
12.0,12.0,22.0,1.0,0.5663,0,0.0,0.0,1.0,0,0.0
5.0,9.0,44.0,3.0,0.3562,21,0.2857,0.8,0.0247,7,-2.87
6.0,12.0,32.0,3.0,0.2677,30,0.3667,1.14,0.0187,5,1.27
13.0,10.0,25.0,1.0,0.5596,0,0.0,0.0,1.0,0,0.0
9.0,14.0,39.0,4.0,0.6778,30,0.5,1.93,0.04,6,8.34
7.0,6.0,16.0,2.0,0.3995,0,0.0,0.0,1.0,0,0.0
7.0,13.0,41.0,1.0,0.7311,0,0.0,0.0,1.0,0,0.0
9.0,8.0,18.0,3.0,0.4411,0,0.0,0.0,1.0,0,0.0
12.0,16.0,31.0,2.0,0.321,17,0.2941,0.78,0.0193,6,-1.52
5.0,5.0,23.0,3.0,0.6012,1,0.0,0.0,0.006,1,-0.14
4.0,14.0,21.0,4.0,0.5249,54,0.3148,0.9,0.0425,7,-1.29
11.0,7.0,42.0,2.0,0.3031,0,0.0,0.0,1.0,0,0.0
10.0,11.0,28.0,3.0,0.4349,5,0.6,2.93,0.0044,1,0.47
8.0,10.0,36.0,2.0,0.643,10,0.1,0.22,0.0442,6,-4.04
8.0,11.0,17.0,4.0,0.3652,23,0.3913,1.27,0.0181,5,2.52
11.0,10.0,40.0,2.0,0.5886,0,0.0,0.0,1.0,0,0.0
11.0,13.0,24.0,3.0,0.7049,11,0.4545,1.58,0.021,3,0.8
4.0,8.0,31.0,1.0,0.4989,0,0.0,0.0,1.0,0,0.0
6.0,15.0,42.0,2.0,0.375,40,0.35,1.07,0.0338,5,1.02
12.0,6.0,19.0,3.0,0.6711,0,0.0,0.0,1.0,0,0.0
10.0,13.0,37.0,2.0,0.5353,11,0.5455,2.31,0.0213,4,2.37
7.0,8.0,30.0,4.0,0.2608,10,0.3,0.86,0.0104,3,-0.73
6.0,14.0,35.0,3.0,0.6237,36,0.3056,0.86,0.0383,5,-1.46
9.0,7.0,28.0,2.0,0.3297,0,0.0,0.0,1.0,0,0.0
13.0,12.0,44.0,4.0,0.4635,0,0.0,0.0,1.0,0,0.0
6.0,9.0,21.0,2.0,0.74,25,0.32,0.93,0.0581,6,-1.37
5.0,13.0,26.0,2.0,0.6361,24,0.4167,1.42,0.0559,9,4.33
12.0,8.0,33.0,3.0,0.4106,0,0.0,0.0,1.0,0,0.0
10.0,15.0,15.0,1.0,0.2964,0,0.0,0.0,1.0,0,0.0
7.0,6.0,38.0,3.0,0.5003,0,0.0,0.0,1.0,0,0.0
8.0,12.0,30.0,4.0,0.3975,20,0.55,2.32,0.0119,3,7.02
10.0,9.0,23.0,2.0,0.6798,0,0.0,0.0,1.0,0,0.0
11.0,15.0,41.0,3.0,0.5499,13,0.3846,1.24,0.0379,7,0.81
5.0,6.0,18.0,2.0,0.2774,3,0.0,0.0,0.0083,3,-0.94
6.0,14.0,29.0,1.0,0.3466,0,0.0,0.0,1.0,0,0.0
12.0,7.0,36.0,3.0,0.5759,0,0.0,0.0,1.0,0,0.0
9.0,11.0,20.0,2.0,0.6942,8,0.5,1.94,0.0207,3,0.64
7.0,10.0,43.0,4.0,0.4784,19,0.4211,1.44,0.0236,5,3.77
7.0,16.0,22.0,3.0,0.6527,45,0.3333,0.98,0.0405,5,-0.28
9.0,5.0,45.0,1.0,0.4252,0,0.0,0.0,1.0,0,0.0
12.0,13.0,27.0,3.0,0.3052,3,0.3333,0.8,0.0046,1,-0.04
6.0,8.0,34.0,2.0,0.5228,7,0.4286,1.49,0.0104,2,0.71
4.0,11.0,39.0,2.0,0.6032,30,0.2667,0.73,0.0589,7,-4.61
11.0,10.0,16.0,4.0,0.319,0,0.0,0.0,1.0,0,0.0
11.0,14.0,32.0,2.0,0.4508,7,0.5714,2.59,0.0045,1,0.7
8.0,7.0,25.0,3.0,0.7214,0,0.0,0.0,1.0,0,0.0
8.0,13.0,43.0,2.0,0.255,24,0.375,1.15,0.0177,7,1.01
10.0,8.0,21.0,3.0,0.541,0,0.0,0.0,1.0,0,0.0
11.0,11.0,35.0,1.0,0.6573,0,0.0,0.0,1.0,0,0.0
4.0,10.0,27.0,3.0,0.3888,33,0.4545,1.66,0.0307,5,7.08
5.0,13.0,16.0,3.0,0.4851,39,0.359,1.11,0.0288,5,1.29
12.0,8.0,38.0,1.0,0.7187,0,0.0,0.0,1.0,0,0.0
9.0,16.0,25.0,4.0,0.5829,34,0.4118,1.36,0.0345,6,3.62
7.0,5.0,34.0,2.0,0.3709,0,0.0,0.0,1.0,0,0.0
7.0,12.0,24.0,2.0,0.5141,20,0.3,0.84,0.0454,9,-1.5
9.0,9.0,32.0,3.0,0.2826,4,0.75,5.97,0.0028,1,0.96
13.0,14.0,18.0,2.0,0.4163,1,0.0,0.0,0.0042,1,-0.13
6.0,7.0,39.0,4.0,0.6304,14,0.0714,0.15,0.0673,11,-5.0
5.0,15.0,37.0,3.0,0.7457,45,0.4222,1.44,0.0511,7,4.32
12.0,6.0,29.0,2.0,0.4577,0,0.0,0.0,1.0,0,0.0
10.0,12.0,42.0,3.0,0.3435,11,0.1818,0.44,0.0205,4,-2.29
8.0,9.0,19.0,1.0,0.6099,0,0.0,0.0,1.0,0,0.0
8.0,11.0,42.0,3.0,0.686,13,0.1538,0.36,0.0683,10,-2.14
10.0,10.0,20.0,2.0,0.3919,3,0.0,0.0,0.0117,3,-1.2
12.0,14.0,36.0,4.0,0.2757,7,0.4286,1.47,0.0055,2,0.47
5.0,7.0,29.0,2.0,0.5521,12,0.3333,0.99,0.0219,4,-0.05
6.0,15.0,19.0,2.0,0.5738,39,0.2564,0.68,0.0946,9,-5.0
13.0,6.0,40.0,3.0,0.3483,0,0.0,0.0,1.0,0,0.0
9.0,12.0,23.0,1.0,0.484,0,0.0,0.0,1.0,0,0.0
7.0,9.0,31.0,3.0,0.688,16,0.1875,0.45,0.0732,10,-5.0
7.0,14.0,24.0,3.0,0.427,37,0.4054,1.35,0.0171,3,3.93
9.0,7.0,33.0,2.0,0.6505,0,0.0,0.0,1.0,0,0.0
12.0,11.0,17.0,3.0,0.5167,0,0.0,0.0,1.0,0,0.0
5.0,10.0,39.0,1.0,0.3108,0,0.0,0.0,1.0,0,0.0
4.0,13.0,34.0,1.0,0.3133,0,0.0,0.0,1.0,0,0.0
11.0,8.0,27.0,3.0,0.6093,0,0.0,0.0,1.0,0,0.0
10.0,16.0,44.0,2.0,0.7236,25,0.4,1.29,0.0431,6,2.42
8.0,5.0,22.0,4.0,0.4491,0,0.0,0.0,1.0,0,0.0
8.0,16.0,33.0,1.0,0.5432,0,0.0,0.0,1.0,0,0.0
11.0,5.0,26.0,3.0,0.2533,0,0.0,0.0,1.0,0,0.0
11.0,13.0,38.0,2.0,0.3832,5,0.8,7.69,0.0038,1,0.82
5.0,8.0,15.0,3.0,0.6634,12,0.25,0.66,0.033,5,-1.73
6.0,11.0,28.0,4.0,0.7126,21,0.4286,1.47,0.0353,4,4.03
12.0,10.0,35.0,2.0,0.4907,0,0.0,0.0,1.0,0,0.0
9.0,13.0,21.0,3.0,0.3726,25,0.44,1.54,0.0149,3,3.53
7.0,8.0,44.0,2.0,0.5807,9,0.3333,0.99,0.023,4,-0.03
6.0,12.0,19.0,2.0,0.2882,24,0.375,1.17,0.0145,3,1.78
9.0,9.0,42.0,4.0,0.508,6,0.5,1.96,0.0053,1,0.49
13.0,15.0,30.0,1.0,0.6282,0,0.0,0.0,1.0,0,0.0
6.0,6.0,37.0,3.0,0.418,2,0.0,0.0,0.0083,2,-0.62
5.0,14.0,40.0,3.0,0.456,39,0.2821,0.76,0.0478,6,-3.0
11.0,7.0,17.0,1.0,0.7479,0,0.0,0.0,1.0,0,0.0
10.0,12.0,31.0,4.0,0.6161,11,0.4545,1.63,0.0123,2,0.72
8.0,9.0,24.0,2.0,0.3379,3,0.3333,1.0,0.0067,2,0.0
7.0,15.0,16.0,2.0,0.7018,23,0.2609,0.69,0.0492,5,-5.0
10.0,6.0,39.0,3.0,0.4702,0,0.0,0.0,1.0,0,0.0
11.0,11.0,25.0,2.0,0.3541,1,0.0,0.0,0.0036,1,-0.21
5.0,10.0,32.0,4.0,0.568,26,0.2692,0.73,0.0608,9,-4.65
6.0,12.0,45.0,3.0,0.5579,38,0.2105,0.52,0.0946,13,-5.0
13.0,9.0,22.0,2.0,0.2699,0,0.0,0.0,1.0,0,0.0
9.0,15.0,34.0,3.0,0.4056,25,0.16,0.38,0.0556,9,-5.0
6.0,6.0,27.0,1.0,0.6722,0,0.0,0.0,1.0,0,0.0
7.0,11.0,36.0,2.0,0.4433,19,0.3158,0.91,0.0263,6,-0.56
10.0,10.0,29.0,4.0,0.7294,0,0.0,0.0,1.0,0,0.0
12.0,14.0,43.0,1.0,0.5955,0,0.0,0.0,1.0,0,0.0
5.0,7.0,20.0,3.0,0.3271,11,0.1818,0.44,0.0226,7,-3.0
4.0,16.0,23.0,3.0,0.297,56,0.3929,1.24,0.0266,5,1.93
11.0,5.0,30.0,2.0,0.5305,0,0.0,0.0,1.0,0,0.0
11.0,13.0,18.0,4.0,0.6448,5,0.6,2.95,0.0064,1,0.98
8.0,8.0,41.0,2.0,0.4327,5,0.2,0.49,0.0172,4,-0.62
8.0,13.0,29.0,3.0,0.5904,26,0.3462,1.03,0.0463,8,0.27
10.0,8.0,37.0,1.0,0.363,0,0.0,0.0,1.0,0,0.0
11.0,15.0,20.0,3.0,0.4928,16,0.375,1.19,0.0195,4,1.43
4.0,6.0,41.0,2.0,0.7105,10,0.2,0.5,0.0421,6,-1.62
5.0,14.0,31.0,2.0,0.6654,22,0.3182,0.92,0.0465,6,-1.09
12.0,7.0,24.0,4.0,0.3811,0,0.0,0.0,1.0,0,0.0
9.0,11.0,40.0,2.0,0.263,6,0.8333,9.97,0.0026,1,0.99
7.0,10.0,17.0,3.0,0.5336,13,0.3846,1.24,0.0161,3,1.61
7.0,15.0,38.0,4.0,0.3358,36,0.3333,0.99,0.0233,4,-0.09
9.0,6.0,15.0,2.0,0.6181,0,0.0,0.0,1.0,0,0.0
13.0,12.0,33.0,3.0,0.7383,0,0.0,0.0,1.0,0,0.0
6.0,9.0,26.0,1.0,0.4657,0,0.0,0.0,1.0,0,0.0
5.0,12.0,21.0,1.0,0.4084,0,0.0,0.0,1.0,0,0.0
12.0,9.0,43.0,3.0,0.6378,0,0.0,0.0,1.0,0,0.0
10.0,14.0,27.0,2.0,0.5059,15,0.4667,1.71,0.02,4,2.22
8.0,7.0,36.0,4.0,0.2903,0,0.0,0.0,1.0,0,0.0
8.0,12.0,29.0,4.0,0.3171,18,0.1111,0.25,0.0375,12,-5.0
10.0,9.0,36.0,2.0,0.605,0,0.0,0.0,1.0,0,0.0
12.0,14.0,20.0,3.0,0.7193,5,0.4,1.31,0.0143,2,0.21
5.0,7.0,43.0,1.0,0.4528,0,0.0,0.0,1.0,0,0.0
6.0,15.0,31.0,1.0,0.4232,0,0.0,0.0,1.0,0,0.0
13.0,6.0,23.0,3.0,0.6548,0,0.0,0.0,1.0,0,0.0
9.0,12.0,40.0,2.0,0.521,13,0.5385,2.3,0.0154,3,1.89
7.0,9.0,19.0,3.0,0.307,17,0.2941,0.83,0.0244,8,-1.51
7.0,14.0,39.0,3.0,0.578,42,0.2381,0.62,0.1114,11,-5.0
9.0,7.0,17.0,1.0,0.3445,0,0.0,0.0,1.0,0,0.0
12.0,11.0,33.0,3.0,0.4802,0,0.0,0.0,1.0,0,0.0
5.0,10.0,24.0,2.0,0.6923,14,0.3571,1.1,0.0211,3,1.08
4.0,13.0,22.0,2.0,0.6817,32,0.3125,0.9,0.0538,5,-1.3
11.0,8.0,45.0,4.0,0.3957,0,0.0,0.0,1.0,0,0.0
10.0,15.0,27.0,2.0,0.2795,9,0.3333,0.98,0.0114,4,-0.03
8.0,6.0,34.0,3.0,0.5479,0,0.0,0.0,1.0,0,0.0
8.0,16.0,15.0,2.0,0.4595,27,0.3704,1.14,0.0319,7,1.3
11.0,5.0,38.0,4.0,0.7439,0,0.0,0.0,1.0,0,0.0
11.0,13.0,26.0,1.0,0.612,0,0.0,0.0,1.0,0,0.0
4.0,8.0,33.0,3.0,0.3414,25,0.4,1.33,0.0137,4,4.08
5.0,11.0,44.0,3.0,0.2847,36,0.3889,1.26,0.0309,8,3.81
12.0,10.0,21.0,1.0,0.512,0,0.0,0.0,1.0,0,0.0
10.0,14.0,35.0,4.0,0.6322,20,0.4,1.29,0.0555,9,1.99
7.0,7.0,28.0,2.0,0.4145,1,0.0,0.0,0.0041,1,-0.1
6.0,12.0,37.0,2.0,0.7166,27,0.3333,0.98,0.0766,9,-0.23
9.0,9.0,30.0,3.0,0.4872,2,0.5,2.0,0.0049,1,0.18
13.0,15.0,42.0,2.0,0.3691,10,0.1,0.22,0.0293,8,-2.87
6.0,6.0,19.0,4.0,0.5847,1,0.0,0.0,0.0058,1,-0.08
5.0,15.0,24.0,3.0,0.5392,33,0.3333,0.98,0.0326,5,-0.23
11.0,6.0,31.0,2.0,0.2569,0,0.0,0.0,1.0,0,0.0
10.0,11.0,17.0,3.0,0.3867,6,0.6667,4.01,0.0039,1,1.6
7.0,10.0,40.0,1.0,0.6594,0,0.0,0.0,1.0,0,0.0
8.0,14.0,32.0,2.0,0.3013,28,0.3571,1.06,0.0357,12,0.38
10.0,7.0,25.0,4.0,0.5267,0,0.0,0.0,1.0,0,0.0
11.0,12.0,39.0,2.0,0.641,5,0.6,2.9,0.0128,2,0.53
5.0,9.0,16.0,3.0,0.437,17,0.2941,0.83,0.0303,7,-2.23
6.0,12.0,27.0,3.0,0.439,28,0.3571,1.1,0.0347,5,0.91
13.0,9.0,34.0,1.0,0.7331,0,0.0,0.0,1.0,0,0.0
9.0,15.0,22.0,4.0,0.5993,24,0.2917,0.81,0.0418,6,-1.91
6.0,6.0,45.0,2.0,0.3229,6,0.3333,1.0,0.0065,2,-0.01
7.0,11.0,20.0,1.0,0.5617,0,0.0,0.0,1.0,0,0.0
9.0,10.0,43.0,3.0,0.2657,5,0.8,7.77,0.0027,1,0.72
12.0,13.0,29.0,2.0,0.4014,7,0.8571,8.86,0.0054,1,1.5
6.0,8.0,36.0,3.0,0.676,15,0.2,0.49,0.0403,4,-5.0
5.0,16.0,41.0,4.0,0.698,61,0.2951,0.82,0.1011,8,-2.31
11.0,5.0,18.0,2.0,0.4745,0,0.0,0.0,1.0,0,0.0
11.0,13.0,30.0,3.0,0.3583,11,0.3636,1.03,0.0197,5,0.03
8.0,8.0,23.0,2.0,0.5642,1,0.0,0.0,0.0056,1,-0.08
8.0,13.0,41.0,4.0,0.4124,32,0.2188,0.56,0.0447,10,-5.0
10.0,8.0,20.0,2.0,0.6343,0,0.0,0.0,1.0,0,0.0
11.0,16.0,37.0,3.0,0.5024,27,0.5185,2.05,0.0203,4,6.23
4.0,5.0,29.0,1.0,0.2943,0,0.0,0.0,1.0,0,0.0
5.0,14.0,18.0,1.0,0.3318,0,0.0,0.0,1.0,0,0.0
12.0,7.0,40.0,3.0,0.6217,0,0.0,0.0,1.0,0,0.0
9.0,11.0,24.0,2.0,0.7418,6,0.3333,0.96,0.0149,2,-0.03
7.0,10.0,31.0,4.0,0.4616,18,0.3333,0.99,0.0186,4,-0.11
7.0,15.0,26.0,3.0,0.669,33,0.3636,1.12,0.0397,6,1.43
9.0,6.0,33.0,2.0,0.3771,0,0.0,0.0,1.0,0,0.0
13.0,12.0,16.0,4.0,0.259,0,0.0,0.0,1.0,0,0.0
6.0,9.0,38.0,2.0,0.5371,18,0.2778,0.76,0.0267,5,-3.61
5.0,11.0,36.0,2.0,0.5868,26,0.3846,1.22,0.0177,3,2.45
12.0,10.0,27.0,3.0,0.367,0,0.0,0.0,1.0,0,0.0
10.0,14.0,43.0,1.0,0.4968,0,0.0,0.0,1.0,0,0.0
8.0,7.0,21.0,3.0,0.7069,0,0.0,0.0,1.0,0,0.0
8.0,15.0,44.0,2.0,0.5284,19,0.4211,1.42,0.0262,4,2.17
10.0,6.0,22.0,3.0,0.2991,0,0.0,0.0,1.0,0,0.0
12.0,12.0,35.0,2.0,0.4309,2,0.0,0.0,0.0086,2,-0.62
5.0,9.0,26.0,4.0,0.6466,29,0.2069,0.52,0.0928,13,-5.0
6.0,12.0,17.0,3.0,0.7275,34,0.3235,0.94,0.0659,7,-0.79
13.0,9.0,39.0,2.0,0.4451,0,0.0,0.0,1.0,0,0.0
9.0,14.0,25.0,3.0,0.3251,16,0.4375,1.54,0.013,4,4.11
7.0,7.0,33.0,1.0,0.5976,0,0.0,0.0,1.0,0,0.0
7.0,13.0,23.0,2.0,0.2718,26,0.3077,0.88,0.0163,5,-1.66
9.0,8.0,31.0,3.0,0.5561,0,0.0,0.0,1.0,0,0.0
12.0,16.0,18.0,1.0,0.6742,0,0.0,0.0,1.0,0,0.0
5.0,5.0,41.0,3.0,0.4036,2,0.0,0.0,0.0081,2,-1.0
4.0,13.0,36.0,3.0,0.4723,40,0.4,1.32,0.0236,4,3.36
11.0,8.0,28.0,1.0,0.6997,0,0.0,0.0,1.0,0,0.0
10.0,11.0,42.0,4.0,0.5698,7,0.5714,2.61,0.0114,2,0.66
8.0,10.0,21.0,2.0,0.3522,13,0.3846,1.24,0.0105,3,1.74
8.0,11.0,31.0,3.0,0.6399,17,0.3529,1.07,0.0326,5,0.47
11.0,10.0,24.0,1.0,0.4063,0,0.0,0.0,1.0,0,0.0
11.0,14.0,40.0,3.0,0.2921,13,0.3846,1.23,0.0116,4,0.73
4.0,7.0,17.0,2.0,0.5041,13,0.2308,0.59,0.0397,8,-2.65
6.0,16.0,30.0,2.0,0.6199,39,0.3846,1.2,0.0624,9,2.15
12.0,5.0,37.0,4.0,0.334,0,0.0,0.0,1.0,0,0.0
9.0,13.0,19.0,2.0,0.4677,22,0.5,1.98,0.0186,4,9.12
7.0,8.0,42.0,3.0,0.7362,11,0.0909,0.19,0.0713,10,-5.0
7.0,14.0,21.0,4.0,0.3793,39,0.3846,1.23,0.0301,5,2.66
9.0,7.0,44.0,2.0,0.6673,0,0.0,0.0,1.0,0,0.0
12.0,11.0,28.0,3.0,0.5315,0,0.0,0.0,1.0,0,0.0
6.0,10.0,35.0,2.0,0.2651,23,0.4348,1.52,0.0132,5,5.8
5.0,12.0,38.0,1.0,0.3609,0,0.0,0.0,1.0,0,0.0
11.0,9.0,15.0,3.0,0.5924,0,0.0,0.0,1.0,0,0.0
10.0,15.0,33.0,2.0,0.7087,18,0.3333,0.97,0.0299,3,-0.23
8.0,6.0,26.0,4.0,0.4946,0,0.0,0.0,1.0,0,0.0
7.0,13.0,18.0,3.0,0.6072,29,0.3448,1.03,0.0419,4,0.34
10.0,9.0,41.0,2.0,0.3154,0,0.0,0.0,1.0,0,0.0
12.0,15.0,23.0,4.0,0.4472,19,0.4211,1.37,0.0352,8,1.93
5.0,6.0,30.0,2.0,0.7254,6,0.5,1.97,0.0144,2,0.58
6.0,14.0,43.0,2.0,0.6487,28,0.2857,0.79,0.0641,6,-3.58
13.0,7.0,20.0,3.0,0.4288,0,0.0,0.0,1.0,0,0.0
9.0,12.0,36.0,1.0,0.3087,0,0.0,0.0,1.0,0,0.0
6.0,9.0,29.0,3.0,0.5188,27,0.2222,0.56,0.0508,8,-5.0
7.0,15.0,34.0,4.0,0.3501,46,0.3696,1.13,0.0215,5,1.25
9.0,6.0,27.0,2.0,0.5719,0,0.0,0.0,1.0,0,0.0
12.0,13.0,45.0,3.0,0.6901,6,0.8333,9.96,0.0069,1,0.85
6.0,8.0,22.0,1.0,0.4819,0,0.0,0.0,1.0,0,0.0
4.0,11.0,25.0,1.0,0.3939,0,0.0,0.0,1.0,0,0.0
11.0,10.0,32.0,3.0,0.6839,0,0.0,0.0,1.0,0,0.0
11.0,13.0,16.0,2.0,0.554,5,0.4,1.23,0.0119,2,0.1
8.0,8.0,39.0,4.0,0.2739,2,0.0,0.0,0.0055,2,-0.12
8.0,14.0,27.0,1.0,0.75,0,0.0,0.0,1.0,0,0.0
10.0,7.0,35.0,3.0,0.4539,0,0.0,0.0,1.0,0,0.0
11.0,11.0,21.0,2.0,0.3397,1,1.0,0.0,0.0,0,0.22
4.0,10.0,44.0,3.0,0.6142,33,0.303,0.86,0.0312,5,-3.03
5.0,13.0,34.0,4.0,0.5099,38,0.4474,1.59,0.0351,5,4.52
12.0,8.0,25.0,2.0,0.2864,0,0.0,0.0,1.0,0,0.0
9.0,16.0,38.0,3.0,0.4201,37,0.3514,1.03,0.0615,14,0.29
7.0,5.0,16.0,2.0,0.6261,0,0.0,0.0,1.0,0,0.0
7.0,11.0,39.0,2.0,0.4889,23,0.3478,1.05,0.0386,6,0.52
9.0,10.0,18.0,4.0,0.7144,7,0.5714,2.62,0.0145,2,0.86
13.0,14.0,32.0,1.0,0.5786,0,0.0,0.0,1.0,0,0.0
6.0,6.0,24.0,3.0,0.3747,1,0.0,0.0,0.0038,1,-0.07
5.0,15.0,19.0,3.0,0.2513,55,0.3818,1.21,0.0127,5,2.34
12.0,6.0,42.0,1.0,0.5453,0,0.0,0.0,1.0,0,0.0
10.0,12.0,29.0,3.0,0.6615,8,0.25,0.66,0.039,6,-1.0
8.0,9.0,37.0,2.0,0.385,8,0.375,1.2,0.0153,4,0.44
8.0,13.0,19.0,3.0,0.6459,28,0.3571,1.07,0.0444,7,0.81
10.0,8.0,42.0,2.0,0.432,0,0.0,0.0,1.0,0,0.0
12.0,11.0,30.0,3.0,0.2982,0,0.0,0.0,1.0,0,0.0
5.0,10.0,37.0,1.0,0.5298,0,0.0,0.0,1.0,0,0.0
6.0,13.0,40.0,2.0,0.5944,25,0.28,0.77,0.0474,6,-3.18
