time,open,high,low,close,tick_volume,spread,real_volume
2024-03-13 04:45:00,17997.95,18001.95,17996.45,18001.95,85,210,0
2024-03-13 05:00:00,18000.95,18006.95,17999.45,18005.95,145,210,0
2024-03-13 05:15:00,18005.95,18005.95,17992.45,17993.45,84,210,0
2024-03-13 05:30:00,17992.95,17993.95,17986.45,17990.95,150,210,0
2024-03-13 05:45:00,17990.95,17991.95,17985.95,17988.95,111,210,0
2024-03-13 06:00:00,17988.95,17989.95,17985.95,17985.95,94,210,0
2024-03-13 06:15:00,17985.95,17993.95,17983.95,17992.95,87,210,0
2024-03-13 06:30:00,17992.95,17994.45,17987.95,17993.45,141,210,0
2024-03-13 06:45:00,17993.45,18000.45,17993.45,17999.95,99,210,0
2024-03-13 07:00:00,17999.95,18005.95,17998.95,18004.45,100,210,0
2024-03-13 07:15:00,18004.95,18007.95,18001.95,18007.95,71,210,0
2024-03-13 07:30:00,18007.95,18007.95,18006.95,18007.95,36,210,0
2024-03-13 07:45:00,18007.95,18012.95,18007.95,18011.95,59,210,0
2024-03-13 08:00:00,18011.95,18014.95,18007.95,18010.45,121,210,0
2024-03-13 08:15:00,18009.95,18016.45,18008.95,18015.45,94,210,0
2024-03-13 08:30:00,18015.95,18021.95,18013.95,18018.95,72,210,0
2024-03-13 08:45:00,18018.95,18020.95,18016.95,18020.95,51,210,0
2024-03-13 09:00:00,18020.95,18020.95,18011.95,18013.95,148,210,0
2024-03-13 09:15:00,18013.95,18013.95,18004.95,18005.95,54,210,0
2024-03-13 09:30:00,18005.95,18014.45,18005.95,18014.45,56,210,0
2024-03-13 09:45:00,18014.45,18025.45,18012.45,18021.45,94,210,0
2024-03-13 10:00:00,18021.45,18045.75,18021.45,18041.75,230,50,0
2024-03-13 10:15:00,18043.75,18054.75,18034.75,18047.75,186,50,0
2024-03-13 10:30:00,18047.75,18048.75,18023.75,18023.75,175,50,0
2024-03-13 10:45:00,18023.75,18034.75,18022.75,18028.75,170,50,0
2024-03-13 11:00:00,18030.75,18040.75,18014.95,18028.75,671,50,0
2024-03-13 11:15:00,18028.75,18034.75,18004.75,18004.75,517,50,0
2024-03-13 11:30:00,18004.75,18022.75,18001.75,18004.75,410,50,0
2024-03-13 11:45:00,18004.75,18015.75,17994.75,18007.75,336,50,0
2024-03-13 12:00:00,18007.75,18009.75,17997.75,18007.75,355,50,0
2024-03-13 12:15:00,18008.75,18011.75,17991.75,18004.75,454,50,0
2024-03-13 12:30:00,18003.75,18009.75,17991.75,18001.75,395,50,0
2024-03-13 12:45:00,18000.75,18010.75,17995.75,18009.75,374,50,0
2024-03-13 13:00:00,18009.75,18021.75,18006.75,18016.75,348,50,0
2024-03-13 13:15:00,18015.75,18031.75,18011.95,18030.75,283,50,0
2024-03-13 13:30:00,18030.75,18035.75,18021.75,18031.75,270,50,0
2024-03-13 13:45:00,18032.75,18033.75,18017.75,18022.75,230,50,0
2024-03-13 14:00:00,18023.75,18025.75,18012.75,18019.75,275,50,0
2024-03-13 14:15:00,18019.75,18025.75,18017.75,18023.75,225,50,0
2024-03-13 14:30:00,18023.75,18028.75,18020.75,18027.75,217,50,0
2024-03-13 14:45:00,18027.75,18031.75,18010.75,18012.75,204,50,0
2024-03-13 15:00:00,18012.75,18012.75,17997.75,18001.75,248,50,0
2024-03-13 15:15:00,18001.75,18001.75,17989.75,17990.75,246,50,0
2024-03-13 15:30:00,17989.75,17991.75,17978.75,17987.75,259,50,0
2024-03-13 15:45:00,17987.75,18002.75,17984.75,18001.75,274,50,0
2024-03-13 16:00:00,18001.75,18017.75,17998.75,18016.75,296,50,0
2024-03-13 16:15:00,18015.75,18019.75,18010.75,18017.75,258,50,0
2024-03-13 16:30:00,18016.75,18023.75,18011.75,18012.75,612,50,0
2024-03-13 16:45:00,18012.75,18018.75,18005.95,18012.75,477,50,0
2024-03-13 17:00:00,18013.75,18040.75,18004.75,18033.75,446,50,0
2024-03-13 17:15:00,18033.75,18034.75,18018.75,18024.75,443,50,0
2024-03-13 17:30:00,18023.75,18023.75,18007.75,18018.75,491,50,0
2024-03-13 17:45:00,18019.75,18019.75,18000.75,18011.75,448,50,0
2024-03-13 18:00:00,18011.75,18019.75,18008.75,18011.75,386,50,0
2024-03-13 18:15:00,18015.75,18023.75,18011.75,18011.75,313,50,0
2024-03-13 18:30:00,18011.75,18019.75,18003.75,18004.75,361,50,0
2024-03-13 18:45:00,18003.75,18016.75,17999.75,18008.75,274,50,0
2024-03-13 19:00:00,18007.75,18016.75,18004.75,18009.75,277,50,0
2024-03-13 19:15:00,18009.75,18012.75,18001.75,18001.75,226,50,0
2024-03-13 19:30:00,18002.75,18024.75,18000.75,18021.75,281,50,0
2024-03-13 19:45:00,18021.75,18025.75,18011.75,18022.75,174,50,0
2024-03-13 20:00:00,18021.75,18040.55,18021.75,18027.75,425,50,0
2024-03-13 20:15:00,18027.75,18028.75,18019.75,18023.75,230,50,0
2024-03-13 20:30:00,18023.75,18024.75,18011.75,18011.75,184,50,0
2024-03-13 20:45:00,18011.75,18021.75,18009.75,18017.75,177,50,0
2024-03-13 21:00:00,18016.75,18023.75,18014.75,18019.75,202,50,0
2024-03-13 21:15:00,18019.75,18022.75,18016.75,18019.75,174,50,0
2024-03-13 21:30:00,18019.75,18027.75,18018.75,18022.75,164,50,0
2024-03-13 21:45:00,18022.75,18026.75,18012.75,18016.75,200,50,0
2024-03-13 22:00:00,18016.75,18018.75,18005.75,18010.75,225,50,0
2024-03-13 22:15:00,18010.75,18018.75,17981.75,17994.75,312,50,0
2024-03-13 22:30:00,17993.75,18010.75,17992.75,18007.75,536,50,0
2024-03-13 22:45:00,18006.75,18013.75,18000.75,18007.75,461,50,0
2024-03-13 23:00:00,18007.75,18012.75,18006.75,18011.75,112,50,0
2024-03-13 23:15:00,18011.75,18016.75,18008.75,18016.75,44,50,0
2024-03-13 23:30:00,18016.75,18019.75,18015.75,18015.75,35,50,0
2024-03-13 23:45:00,18015.75,18018.75,18012.85,18013.85,65,50,0
2024-03-14 03:15:00,18015.85,18017.95,17993.95,17994.95,92,210,0
2024-03-14 03:30:00,17994.95,18001.95,17993.95,17994.95,77,210,0
2024-03-14 03:45:00,17994.95,18001.95,17992.95,18000.95,75,210,0
2024-03-14 04:00:00,18000.95,18001.95,17989.95,17989.95,70,210,0
2024-03-14 04:15:00,17989.95,17996.95,17988.95,17992.95,72,210,0
2024-03-14 04:30:00,17992.95,18001.95,17990.95,17999.95,75,210,0
2024-03-14 04:45:00,17999.95,18002.95,17993.95,17999.95,88,210,0
2024-03-14 05:00:00,17999.95,18001.95,17992.45,17992.95,82,210,0
2024-03-14 05:15:00,17992.95,17997.95,17992.95,17996.95,72,210,0
2024-03-14 05:30:00,17996.95,18004.95,17995.95,18001.95,69,210,0
2024-03-14 05:45:00,18001.95,18001.95,17990.45,17990.95,64,210,0
2024-03-14 06:00:00,17990.95,17990.95,17986.45,17989.95,104,210,0
2024-03-14 06:15:00,17989.95,17989.95,17984.95,17984.95,106,210,0
2024-03-14 06:30:00,17984.45,17985.45,17977.45,17980.95,94,210,0
2024-03-14 06:45:00,17980.95,17986.45,17977.95,17985.95,42,210,0
2024-03-14 07:00:00,17985.95,17987.95,17984.95,17986.95,85,210,0
2024-03-14 07:15:00,17986.95,17987.95,17981.95,17986.95,49,210,0
2024-03-14 07:30:00,17986.95,17989.95,17984.95,17989.95,41,210,0
2024-03-14 07:45:00,17988.95,17997.95,17988.95,17996.95,54,210,0
2024-03-14 08:00:00,17996.95,17996.95,17994.95,17996.95,68,210,0
2024-03-14 08:15:00,17996.95,17999.95,17994.95,17996.95,84,210,0
